accuracy,response_time,attempts,completion,hint_usage,recent_performance,difficulty,game_type,memory_score,attention_score,engagement_score,fatigue_proxy,recommendation
0.8188294441572129,7.026242591676219,2,0.8577024669454182,0,0.8002414332481542,1,3,0.6579724414184227,0.7854589258711093,0.5515910155454471,0.32275218155376784,3
0.6181764720439666,6.121994768780158,1,0.96665838697412,2,0.8324113046469519,3,0,0.5745211569408738,0.6363025232509829,0.8445522486719519,0.13493793337167564,0
0.2711700630271104,9.238944483754869,6,0.5117174975731504,5,0.26270425449495766,3,0,0.276403986009246,0.423851255903104,0.3270425585985916,0.5929021542477685,4
0.6285108319885735,6.73862202285142,4,0.698054994248791,3,0.4074468436520985,2,1,0.4159680402586286,0.2967480158529361,0.49464099075781254,0.5542718662316961,3
0.6986483938057622,6.775605180253457,1,0.8773575986174981,1,0.6489058626816497,4,2,0.686258759209312,0.8674764773221658,0.7232092632658955,0.1857999973227507,1
0.8533221733537546,4.6209579194778305,3,0.9051779561981946,0,0.9811564791946222,1,2,0.8843613657736931,0.8932192499505331,0.99,0.011015346555050945,0
0.6072889670419509,7.6379085162088955,4,0.8228176087596054,2,0.4867702862613401,5,2,0.5936835001828605,0.5226464282983825,0.5052449468177912,0.5166616526269835,2
0.5471324828364235,7.578179664808461,3,0.7651433720314166,2,0.5432149050793532,5,0,0.5796033387660733,0.4435535177110729,0.7125207330460036,0.4309804076127383,2
0.25764791443793794,9.15733985889473,5,0.5044942027455475,4,0.1913602375451391,5,3,0.29411384086409736,0.3683540933807736,0.3652245936903677,0.5652519983526217,2
0.4991175320226729,8.810369063188434,4,0.7639987864017213,4,0.8001690145449964,4,0,0.763638611131866,0.521200503845008,0.695687172090814,0.40993840325093955,3
0.763054824911455,6.111466453574073,4,0.9976649980186265,3,0.8483859361263489,1,0,0.5870270632006409,0.6538493510526456,0.6699661568409723,0.2610851263701097,0
0.6946367862902666,5.075891231048114,2,0.8643935623670486,2,0.9354958723239234,2,3,0.7998269274492368,0.728665754675855,0.5748892397920913,0.13877838247963453,0
0.7827233446182293,6.083864720423705,2,0.9593268697953239,2,0.6998859004409514,4,3,0.5864446528850635,0.651969350406428,0.8211644356944056,0.3794567537880561,0
0.6883339900165328,5.193948415407708,3,0.8795058847817891,1,0.684682086245475,1,1,0.7113937413446257,0.9515721818440328,0.7709286316585111,0.31335232596821067,0
0.49140826071140903,8.696937055727698,4,0.731333829387786,2,0.7924136417579015,2,1,0.5919897885037458,0.5852828621579458,0.7073637990090877,0.3446231944332133,3
0.6189714753537753,7.659463009855612,2,0.6972196284934081,2,0.5090248585942257,5,0,0.5955437557473154,0.41024295859225435,0.5632624563373774,0.5072701690949695,3
0.4871520379082,6.494176724238439,3,0.7656980917477114,2,0.7398681919100925,2,1,0.799963058502819,0.6274403429302292,0.6241636563133905,0.36015665362899973,3
0.5719278362390591,6.278206746830598,3,0.8186112684443327,2,0.6484106327807897,2,2,0.46736160374293845,0.6292360445489714,0.7571307450859399,0.27061899411554163,1
0.417871490461454,9.039188184767081,3,0.689851477917065,5,0.584200407954875,4,2,0.5652663887054948,0.44188081033636323,0.5016648500449017,0.5269322417714443,2
0.7916917072850009,5.472667382343472,3,0.789983072024533,1,0.7355214167912681,1,2,0.643858476086499,0.6371365961876346,0.6806928353857676,0.34162157811648247,0
0.8596863907853992,3.530319566485238,1,0.9521429046068928,0,0.9059583725260784,5,3,0.8948189247782992,0.9156629214481902,0.9653679665950659,0.09917474698201491,0
0.9610471772062492,3.4245058027479027,1,0.9622580582913474,0,0.99,3,0,0.9223726379584289,0.99,0.9043773260863873,0.08081364621580572,0
0.8475529726631044,6.279281529401728,2,0.9849088416459241,1,0.99,5,3,0.9816694212897781,0.9676626111337484,0.7673651154089779,0.04555067746385705,0
0.5852763812005293,7.878223819337849,4,0.8466716372858052,2,0.5498677353979423,3,0,0.5286718846749254,0.5147772242723084,0.6273614531079285,0.430851962415313,1
0.6082684387512756,7.61773434381839,3,0.7103760396180442,2,0.5683819938876907,4,0,0.5366543852669509,0.4437047626340901,0.570820096301262,0.6790180729773113,2
0.99,2.732973810565742,2,1.0,0,0.9759055596214101,5,0,0.9093260605265533,0.9536146617206731,0.9216701143132858,0.047451128372247284,0
0.5530907188175438,7.965164515925301,5,0.7810092750546702,2,0.3919336990642865,4,1,0.4798783393488766,0.524277241300092,0.47099103630683664,0.7195568083944524,4
0.99,4.214083098428588,2,1.0,0,0.99,3,2,0.9171934173245799,0.943846318914335,0.99,0.01,0
0.5019408765594587,7.452011382778944,5,0.6712410092042767,4,0.7301589836301698,1,1,0.5445331831367041,0.7154379963682013,0.8278909341728025,0.41499493663351583,1
0.3578352744237101,9.733070889947212,3,0.6039380045015926,4,0.2625950064086897,2,1,0.5007083738008462,0.4660038770666973,0.450449551760464,0.5275472292670373,4
0.2876233906794127,11.178474399722448,3,0.6124264785878882,4,0.2991496459020125,2,1,0.5512528731863837,0.365974642816408,0.49142752185929006,0.7191243357014088,4
0.5633038823906716,7.436601459858341,3,0.7464508648587784,2,0.5778334058194153,5,3,0.6380557781126732,0.7708948094132219,0.6842914812338907,0.1743588053897058,1
0.6940960359854466,5.217792115361511,2,0.8775262565293855,1,0.7797628027049142,4,2,0.5817687195883903,0.7094473007143058,0.7662617994847211,0.33447075603785237,1
0.6614498414408773,5.4881451251168425,4,0.6794801940446511,2,0.45816236389917164,2,3,0.47921223101142796,0.7203383122009642,0.5690526072567144,0.28183792080629716,3
0.99,2.198715640929753,1,1.0,0,0.99,1,1,0.99,0.8111318800332454,0.8974490871031101,0.1122785989352287,0
0.9731851967512661,4.140741968281459,4,1.0,0,0.99,5,0,0.8729738501326942,0.6994627116352359,0.9186669487081338,0.17064549767758258,0
0.3897574154472133,9.512455416055207,3,0.5640035053948562,3,0.4744171817931962,3,1,0.568245372142033,0.5863591550074542,0.23835662884741093,0.5395200179718187,2
0.446812109632986,10.013146448483019,5,0.5907384855527693,5,0.4206507931036891,1,3,0.4753148261690462,0.3738544799676299,0.4409648443825567,0.6975379909391386,4
0.6941425146222902,6.080553373570692,3,0.8598674208395775,1,0.8292791445109307,2,0,0.6545989103614465,0.6217493402348719,0.7887133516492166,0.21629950335287373,0
0.5298250674205236,8.995607438170943,4,0.720336943752027,2,0.7406436270157586,5,1,0.7506610161690449,0.5607514412056556,0.7555140740375482,0.3565915949888643,3
0.4736302251637097,9.14734550589697,4,0.7426825972397946,5,0.31892612323296954,2,1,0.5013338339309755,0.6589248497602342,0.3047903737078118,0.598671782001629,4
0.6439048696500993,7.17135826358305,1,0.859388846991568,2,0.5723892456111123,5,1,0.4821127262111305,0.5405009908275729,0.7164679174331957,0.43382367578982695,1
0.3846356812980797,8.73200004310279,3,0.8367895271156502,3,0.44866954820447996,4,0,0.5118695429918751,0.5068866932960986,0.6711459955632592,0.3822488771031325,2
0.32933208749868487,8.76497292310844,6,0.5675824340332883,4,0.14071790755697258,1,2,0.36122036227244697,0.3395032410672508,0.3749507232934389,0.6645482255872801,4
0.627624435370904,6.2164489318651475,3,0.8440815896189996,3,0.6617931736256387,3,0,0.6162956601389105,0.9160295257540988,0.7446238714495969,0.26402146965632556,0
0.934263649245707,2.4528453069837224,1,0.9346866757819889,1,0.99,3,3,0.9576092785334758,0.99,0.8935185226302161,0.14491690799477522,0
0.5545850077218488,7.562317516794588,4,0.6172886245578829,3,0.22800068045709138,4,2,0.31775210075944554,0.5274128974201638,0.6498521159029158,0.39859814466582444,2
0.3320331345047555,9.712190447080324,4,0.5852476737368739,4,0.2854755522541995,4,1,0.5029688431206569,0.5910968526115649,0.5815510296600569,0.48515582815501995,2
0.6054948221110108,8.202590879219137,3,0.8075571721404049,2,0.7108634107068736,3,0,0.6501541165706894,0.6238248183307536,0.856674837835204,0.24633253700230404,1
0.7361433542074388,5.649455243833601,3,0.8438153988671432,1,0.8246718384840723,3,0,0.641325635376891,0.6643851140752289,0.6599465101439109,0.35634518327030557,1
0.4071494724371239,7.499872617769924,3,0.750081422492814,4,0.44183280341886144,2,0,0.3742051594982283,0.7280885300966725,0.6788642831035963,0.33904798254556956,4
0.99,3.764149238046741,1,0.9191239426320295,0,0.981243579142815,1,3,0.9713893459666865,0.9581331608175688,0.8889814988057847,0.041207905072201595,0
0.4377862035247496,9.482045068294342,4,0.664089528351617,3,0.6549007925326304,1,2,0.6894098549220341,0.6664367715817184,0.6486471455680296,0.45855209875052666,3
0.839556834571494,4.84227984815919,2,0.8884075801271252,2,0.664154875580028,4,3,0.5993604860796324,0.6337442915664048,0.6429071169962345,0.2898359445917838,1
0.4925015394091249,6.0982378538581195,4,0.7106379914122554,3,0.5667611061894179,2,1,0.4943299146416465,0.5461299005693951,0.7336674015777552,0.24844014532375752,1
0.2636092427224943,8.902363621608215,6,0.6108667704330472,4,0.4151932810508766,4,1,0.5608309845654003,0.4416959577805656,0.5849890269745193,0.6058333045654686,2
0.4108719013595522,10.002278239630485,4,0.7004791390706372,3,0.6345102273710509,1,2,0.5013547568371043,0.701875485676744,0.6632022808554512,0.3876550517274858,3
0.4132021583112342,8.094659771250337,2,0.6975025522831999,3,0.6786935996525425,5,1,0.47121001612648405,0.6488794922486965,0.6889200973071117,0.24742110452689567,2
0.6452297237764416,6.3980265818014574,4,0.9326863771379265,0,0.7275637950804364,5,1,0.7752120659959132,0.5980348519107385,0.8687339209894229,0.23400541233278807,1
0.9639167368677038,3.472265196529914,1,1.0,0,0.8726620104026033,3,1,0.7944058274677297,0.9145601937814508,0.8736780866840506,0.10628502465439715,0
0.35887506360428373,10.308096416527086,4,0.5758426647818566,3,0.39433528731357403,5,1,0.35224950104027486,0.4352801551374176,0.42015563210097817,0.6143625093824672,4
0.9832637212486193,3.730161025352142,1,0.935518394081914,0,0.99,1,0,0.9547757674447581,0.99,0.8026011955712539,0.15542400289031094,0
0.36949058578260907,9.508731289128907,3,0.5539560777473427,3,0.1548381730912532,3,2,0.31214666993118995,0.45560822230886383,0.3753354689937958,0.6709457294266651,2
0.7204989656326183,5.4296509080643585,3,0.7713911460026923,1,0.8369601211825178,4,0,0.7267642954643175,0.7688336451810596,0.8359537371188469,0.2990950380727922,1
0.8909263568075326,5.362189255286085,1,0.9979146521587217,1,0.8793912711870852,5,2,0.8544493701844715,0.7983819096076039,0.947090731036805,0.09804957482500397,0
0.8518960909840693,3.8294095012812406,2,1.0,0,0.9858317924301998,4,2,0.83198020452673,0.8668859302758734,0.99,0.06982823684543257,0
0.6293937053797707,4.94209435464414,2,0.9362283680678551,2,0.4865557293056463,4,3,0.6415080688321739,0.5461691190746966,0.5572197826113857,0.323312012616229,3
0.99,4.84032621114666,1,1.0,1,0.99,4,0,0.99,0.6759645720432439,0.9894143908477159,0.010722692038075951,0
0.4126600484171416,7.6082824450819,4,0.591298760097306,4,0.4584878834934659,4,1,0.17254874568702167,0.5041391889301333,0.3626481588909992,0.5601718285339922,2
0.6083336434351142,6.945369216942281,1,0.7734399421872885,1,0.9359048154469033,1,0,0.6536992774104228,0.7102098294142568,0.7016465007482282,0.3120451797724421,0
0.8188524101208262,4.635903731939542,2,0.8013332603326137,1,0.6864172238427926,2,0,0.7316741070683433,0.737032886121032,0.6955302261114054,0.3069532510861953,0
0.6439813044225949,5.781475745128837,3,0.945772168608659,1,0.7445602750183166,1,2,0.5446439830708639,0.7387644405790418,0.7576029912989781,0.07368686605375238,0
0.99,4.3543417212714255,2,1.0,1,0.99,5,2,0.9114242961628526,0.9443155049531508,0.9345513086290088,0.1329020090819215,0
0.5568003008948388,8.131401701301955,4,0.4953088370707437,2,0.20471294173266635,4,1,0.4526015704757854,0.47210588135578513,0.17716601135543153,0.567053156430341,3
0.14605276157035021,10.82971374236398,5,0.6147414558491021,5,0.14827928385009165,3,3,0.2566223528451644,0.5930017343227747,0.437141805427698,0.5341080941055023,4
0.6863152637753814,5.9119223963026535,2,0.6283503531628178,1,0.8121856462265028,3,2,0.6220355065346622,0.667794448693485,0.7966474303281852,0.23983830701121667,0
0.7678475042668235,5.454216513474601,3,0.9756358551527364,1,0.9565984904954753,1,0,0.8640274941098753,0.8000921614171248,0.9215242575385093,0.07744156012420475,0
0.632595602267987,7.616884676753366,3,0.6434371366208638,2,0.5756871352866441,4,2,0.4944495964075811,0.6050173118895947,0.6027296348401822,0.5140664488392817,1
0.47183190488315685,7.077101578573636,2,0.514015290202658,2,0.4965618526789817,4,2,0.4975725388672501,0.6045621367013522,0.49510440715773796,0.5415717246815395,2
0.5851916165285926,7.1670707911765295,3,0.7351067658528208,5,0.5169921099761177,2,0,0.6088815157966823,0.43904282404850314,0.4447869916438686,0.6889987032667082,4
0.5275782545252291,9.085504862674389,4,0.6730341955440853,3,0.7778572160026439,3,0,0.48903423744199226,0.5416190348229236,0.7066248389151703,0.2290080819972211,1
0.4121798867407278,9.308017063245465,4,0.7463952619137579,4,0.3270238815893666,1,2,0.45814848803036007,0.5283255932116572,0.5517540220233512,0.513045461045872,4
0.5446964040123561,8.199573252092573,3,0.8238604992907835,2,0.8561951076153697,5,2,0.5222302217600583,0.7921139738403835,0.650309709540659,0.23672412400572262,3
0.7200523274161201,6.657063593723516,3,0.8425741063892676,2,0.6814658988487476,5,3,0.6040359703720255,0.7501592914586384,0.7488207035168457,0.2528500013583546,1
0.10967298374623252,12.131539456512668,6,0.41155115224105954,5,0.05,2,2,0.2751163085564972,0.32232961829614387,0.2919472130846267,0.7667670485779312,4
0.4818416600414922,8.77604337705483,5,0.7218111095492111,2,0.46668307810328086,4,1,0.5356742517197086,0.6610113335354431,0.5444883689097558,0.5755060148486089,2
0.99,3.538689175236953,1,1.0,2,0.99,2,2,0.8840935322261797,0.7866501293975433,0.9420761599858773,0.01,0
0.8186123108410284,4.680923004183478,3,0.7794227762651798,2,0.7764110338609895,3,0,0.7887292546439258,0.7361994836980073,0.7323514513909402,0.45046353076939427,0
0.2693692762470038,9.78042438451527,6,0.5709145680072705,4,0.35454399851104457,2,2,0.41916476984793943,0.45602208190791715,0.4853874753296616,0.5430160717143684,4
0.8667748814480152,3.5122818025443108,1,1.0,1,0.9000159276751585,2,1,0.8668969870280008,0.9100860376432809,0.8877340937847429,0.14759351088144063,0
0.5328734060868411,8.207179339612335,4,0.7879934376787487,4,0.4668629225243983,5,2,0.4014924243555462,0.37191262574579287,0.5503321391876171,0.670510336664274,2
0.99,3.4919894752528244,1,1.0,0,0.99,3,2,0.99,0.8972710466157323,0.9658357775724694,0.060285270273988674,0
0.4715239249713436,7.508270810732885,3,0.7327860897582188,2,0.6043417746880978,3,0,0.38894589412286085,0.6856562748659967,0.7546562631533597,0.18429867390025007,1
0.5819825351754356,5.719739938926896,4,0.7394058964769246,2,0.7036422380358579,3,1,0.7106779470586848,0.65811373010809,0.6082496251908754,0.34802943097771966,1
0.6845818399373781,6.465525698610406,2,0.8076443385013746,2,0.7602158431569557,4,3,0.5038702190567144,0.6837427469025092,0.8336299250607145,0.21377993239545243,0
0.6190215885292174,8.09711766538279,3,0.8220813041011461,2,0.8462752641896527,5,1,0.6815639311861097,0.6157408237287417,0.5301163774361085,0.42766862160654856,1
0.6470358556497325,7.605445537550337,2,0.8355654760950628,2,0.9882300529712026,5,1,0.7591424016170703,0.6590406554695368,0.7737468187584646,0.45925143905891563,3
0.9068817984362251,4.899875006590272,1,0.9570710325871674,0,0.99,3,1,0.9047980956603958,0.99,0.8770610107028208,0.09636811612963984,0
0.5333910258198922,8.454303795029126,5,0.7316450808789168,3,0.38783370475545387,1,3,0.7068702351198339,0.5262923905670797,0.3636928105946343,0.6190534970192475,3
0.7067450410657646,6.140486082799962,3,0.9309815641541735,2,0.7756224828058198,5,2,0.8435460513081464,0.7349397331172924,0.6597578980309527,0.39056829541731575,1
0.9203513100087042,4.609704545390426,3,1.0,1,0.99,2,3,0.99,0.904491313875081,0.99,0.2212808503773696,0
0.2287995481760889,10.257157477882155,5,0.3897763846396535,5,0.05,5,3,0.19623346209020004,0.40499616035247155,0.2553366111155569,0.7405317386611229,2
0.5091057628630189,6.710457560594097,2,0.8510985778467379,5,0.6097979688789317,2,0,0.44100599420997233,0.5614742875806835,0.6282919790182756,0.39512935133088883,3
0.5112004738539081,6.2844963105053555,2,0.5882333461905805,3,0.4132680657809973,1,3,0.4560875580710446,0.6086634742357336,0.5040994946718049,0.44637524075937557,3
0.4941854854189211,7.892164884988184,4,0.7462846526710396,3,0.6495124813908,3,2,0.5351033435280765,0.42722038292139985,0.6452310096589643,0.467416449862848,3
0.7014497306142473,7.187145767734192,3,0.8222908485904007,3,0.6942094310413459,5,1,0.651076536830999,0.724595102071235,0.8643096864441262,0.2553254585609195,1
0.5796123850549308,5.766052163084801,4,0.6588797685237341,3,0.3557288163043625,4,2,0.5585117777882366,0.5821429029753032,0.5161468782916752,0.5582849872716465,2
0.7945215934821666,6.1498477243927505,2,0.8115264239638693,2,0.8672248726991224,4,1,0.8350544319257281,0.7124246197132745,0.767570074462768,0.37862180952080415,0
0.21584538281884427,10.601856125580317,5,0.46525315094125425,4,0.3610057170020197,2,1,0.3715138622158093,0.3145919111966119,0.29793070830624396,0.7059987877442728,4
0.736240944236653,5.776970790272042,2,0.8721127501933202,1,0.7718579712775329,5,2,0.7344970612145345,0.56068557880177,0.7713872721009862,0.19274332984272569,1
0.4903284005919679,7.982883491691224,5,0.7357201756834494,4,0.3754482005855624,4,0,0.48354447251651594,0.6095100324150006,0.5092002776946426,0.5570846329809714,2
0.828455760210278,3.4684544533407475,2,1.0,0,0.99,3,0,0.8342970211659853,0.8982287920640873,0.9529292932004106,0.11387614728684814,0
0.99,4.376794131070715,1,0.8956940074983984,1,0.99,3,2,0.8096261400960808,0.8539523673745928,0.8411957340260992,0.1793845139938873,0
